buy_rank,portfolio_group,ts_code,name,rank,price,pct_chg,sector_name,p_limitup_t1,wp_score,decision_score,model_confidence,risk_penalty_score,acceptance_score,momentum_score,close_position,intraday_pullback_pct,intraday_vwap_position,confirm_before_buy,reject_if,buy_reason,next_trade_date,label_t1_limitup,label_available,next_day_open,next_day_high,next_day_close,next_day_low,next_day_limitup_price,next_day_open_pct,next_day_max_pct,next_day_close_pct,next_day_drawdown_pct,next_open,next_high,next_close,next_low,next_up_limit,backtest_trade_date,backtest_data_mode,calibration_eligible
4,标准,688809.SH,强一股份,6,437.0,8.7308,半导体,3.733207898027106,80.54764051383128,70.11248704387042,85.0,0.0,99.41265022784782,82.91820430741151,98.49876764508176,0.1533180778032106,3.4148188465816354,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260423,0.0,True,432.0,439.98,404.5,402.23,524.4,-1.1441647597253968,0.6819221967963474,-7.437070938215107,-7.956521739130428,432.0,439.98,404.5,402.23,524.4,20260422,eod_proxy,False
5,标准,688143.SH,长盈通,4,78.76,15.0621,通信设备,4.06226220272358,81.03145417630529,64.72451446935494,77.80153735039208,28.7938505984317,97.29280129972881,88.79019178387041,93.72881355932208,0.9395632300660095,4.567180031864071,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260423,0.0,True,77.41,79.48,72.84,72.28,94.51,-1.714068054850193,0.9141696292534363,-7.516505840528187,-8.227526663280859,77.41,79.48,72.84,72.28,94.51,20260422,eod_proxy,False
1,核心,688702.SH,盛科通信-U,1,252.6,12.3715,半导体,3.117973790837806,62.95685785985674,54.41379615385523,79.78926041042658,12.421905726714726,72.06235396726566,91.51719012919453,78.57358718646115,2.806809184481396,2.5592442718131325,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,承接好、近高收、强均价,20260424,0.0,True,255.0,288.8,270.5,244.0,303.12,0.9501187648456089,14.330958036421237,7.086302454473481,-3.4045922406967466,255.0,288.8,270.5,244.0,303.12,20260423,eod_proxy,False
1,核心,002466.SZ,天齐锂业,3,73.7,8.4302,小金属,4.029933704090983,83.64185816762586,72.49948550975813,84.80442804428044,0.7822878228782202,96.02140005001941,84.7982443117339,85.07670850767096,1.4518317503392053,2.327949275697705,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260427,0.0,True,73.5,75.46,73.65,73.0,81.07,-0.27137042062415073,2.3880597014925176,-0.06784260515603213,-0.9497964721845387,73.5,75.46,73.65,73.0,81.07,20260424,eod_proxy,False
2,核心,688347.SH,华虹公司,2,138.8,12.3068,半导体,4.4680558043428205,82.75887930924868,71.7508627914471,82.89473684210526,0.0,97.32648038097082,95.78158712270061,86.00746268656717,2.1613832853025983,3.850758180367131,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,承接好、近高收、强均价,20260427,0.0,True,138.0,144.54,143.1,137.07,166.56,-0.5763688760807018,4.135446685878952,3.097982708933711,-1.2463976945245037,138.0,144.54,143.1,137.07,166.56,20260424,eod_proxy,False
3,标准,300390.SZ,天华新能,1,91.0,13.6506,电气设备,4.830367690856199,88.39286558040821,71.22231114099286,78.60492056487202,25.580317740511916,98.13195819417469,89.76050821061695,86.51515151515152,1.9560439560439624,3.6603888213851743,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260427,0.0,True,90.09,97.18,94.23,88.51,109.2,-1.0000000000000009,6.791208791208803,3.54945054945055,-2.736263736263733,90.09,97.18,94.23,88.51,109.2,20260424,eod_proxy,False
4,标准,688629.SH,华丰科技,4,141.67,10.035,元器件,3.7586837075581463,67.62118503991682,60.64207427417705,82.32808257658458,2.2666170620827195,79.90726205658785,81.06115576886518,79.64268923366238,3.0563986729724046,3.0577109602327734,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,承接好、近高收、强均价,20260427,0.0,True,139.0,141.0,136.02,134.0,170.0,-1.884661537375587,-0.47293004870472277,-3.9881414554951533,-5.4139902590527145,139.0,141.0,136.02,134.0,170.0,20260424,eod_proxy,False
5,标准,688041.SH,海光信息,5,285.0,8.2005,半导体,3.740761221601214,65.83745005931435,60.272093928255806,82.0712206550549,3.2940647482014533,67.43011898164139,84.74216123479734,62.67985611510788,2.9122807017543995,0.6640293868324321,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,承接好、强均价、低风险,20260427,0.0,True,300.0,305.0,296.27,293.3,342.0,5.263157894736836,7.017543859649122,3.954385964912266,2.9122807017543995,300.0,305.0,296.27,293.3,342.0,20260424,eod_proxy,False
1,核心,002371.SZ,北方华创,1,516.25,9.213,半导体,5.104327350798331,84.36920206103974,75.27410131892464,85.0,0.0,95.91503466679421,86.63642216874513,91.69321802457902,0.7070217917675592,2.4231041392491326,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260428,0.0,True,511.54,537.25,517.21,504.0,567.88,-0.9123486682808712,4.067796610169494,0.18595641646490524,-2.3728813559321993,511.54,537.25,517.21,504.0,567.88,20260427,eod_proxy,False
2,核心,688037.SH,芯源微,4,212.0,17.8105,半导体,4.772393640176629,89.12408693667045,74.84387392870583,84.4366770023585,2.253291990566042,90.23861499378062,97.60439884603386,88.98518311434164,1.8584905660377293,4.5863412869382,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260428,0.0,True,206.0,213.0,201.5,197.0,254.4,-2.8301886792452824,0.4716981132075526,-4.952830188679247,-7.075471698113212,206.0,213.0,201.5,197.0,254.4,20260427,eod_proxy,False
3,标准,002475.SZ,立讯精密,3,71.97,9.0455,元器件,4.909114041875463,82.7201333280272,72.78762611260481,83.55898043864849,5.7640782454060515,89.37429604962544,84.56491410062627,87.64705882352949,0.8753647353063609,1.8107228745225745,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260428,0.0,True,71.02,72.4,69.88,68.95,79.17,-1.3199944421286691,0.5974711685424516,-2.90398777268307,-4.196192858135328,71.02,72.4,69.88,68.95,79.17,20260427,eod_proxy,False
4,标准,688183.SH,生益电子,10,120.7,9.5083,元器件,3.9465516491063743,77.66876635199733,66.35244589053444,82.07932573128409,11.682697074863661,79.15835229149862,84.90890450572394,81.26858275520317,1.565865782932896,1.773518086511694,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260428,0.0,True,120.0,120.1,115.9,114.0,144.84,-0.5799502899751507,-0.4971002485501308,-3.976801988400991,-5.550952775476392,120.0,120.1,115.9,114.0,144.84,20260427,eod_proxy,False
5,标准,300570.SZ,太辰光,9,149.82,11.7226,通信设备,4.18438200659209,73.64462277333064,66.0074603626648,82.89473684210526,0.0,96.39257980743021,88.14807262194495,94.63601532567047,0.560672807368845,3.2102507577845163,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,承接好、近高收、强均价,20260428,0.0,True,149.0,152.32,142.62,140.9,179.78,-0.5473234548124317,1.6686690695501216,-4.805766920304356,-5.953811240154849,149.0,152.32,142.62,140.9,179.78,20260427,eod_proxy,False
1,核心,301217.SZ,铜冠铜箔,1,59.15,15.2797,元器件,4.131670286219203,65.90215987293205,54.63816324387885,78.61152224567633,25.553911017294713,62.224765941318225,84.31366790393848,73.78114842903572,4.09129332206255,2.536692476597713,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强均价、低风险,20260429,1.0,True,57.97,70.98,70.98,57.89,70.98,-1.9949281487742998,20.000000000000018,20.000000000000018,-2.130177514792897,57.97,70.98,70.98,57.89,70.98,20260428,eod_proxy,False
1,核心,688390.SH,固德威,2,101.63,15.0963,电气设备,4.706889477823,93.63128508366299,77.92884545174688,85.0,0.0,94.18331899364523,97.8058073933355,91.10966904607395,1.3480271573354408,4.335774416535476,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260430,0.0,True,100.51,109.99,108.2,100.1,121.96,-1.1020368001574243,8.22591754403228,6.4646265866378005,-1.5054609859293522,100.51,109.99,108.2,100.1,121.96,20260429,eod_proxy,False
2,核心,002738.SZ,中矿资源,3,91.3,9.3282,小金属,4.487487511030135,85.88899149257858,74.81294806979908,85.0,0.0,100.0,87.37028943534656,98.79518072289146,0.10952902519167917,3.0474040632054056,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260430,0.0,True,90.29,94.5,90.79,89.75,100.43,-1.1062431544359153,3.5049288061336226,-0.5585980284775416,-1.6976998904709717,90.29,94.5,90.79,89.75,100.43,20260429,eod_proxy,False
3,标准,688005.SH,容百科技,8,38.5,8.4202,电气设备,4.053034966051152,86.19724275551941,74.22374698870422,84.82033180374161,0.7186727850335388,100.0,83.03786200676787,95.59585492227974,0.4415584415584428,3.143418467583503,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260430,0.0,True,36.57,36.7,34.83,34.17,46.2,-5.012987012987013,-4.675324675324665,-9.532467532467537,-11.246753246753238,36.57,36.7,34.83,34.17,46.2,20260429,eod_proxy,False
4,标准,600549.SH,厦门钨业,7,59.47,8.1863,小金属,4.174636766068927,76.72695705729859,67.12297354884909,85.0,0.0,95.31196624791917,41.56937763542077,93.265306122449,0.5549016310744781,2.434403169317334,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260430,0.0,True,58.5,60.07,57.78,57.4,65.42,-1.6310744913401676,1.0089120564990672,-2.841768959139057,-3.480746594921813,58.5,60.07,57.78,57.4,65.42,20260429,eod_proxy,False
5,标准,601208.SH,东材科技,9,38.66,8.626,化工原料,4.052923497240224,73.43131977525407,66.07205108733714,85.0,0.0,83.92933646526012,85.13407657208649,86.2359550561797,1.2674599068805081,2.2751322751322522,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,承接好、近高收、强均价,20260430,0.0,True,39.0,39.99,39.14,37.72,42.53,0.8794619762028111,3.4402483186756427,1.2415933781686705,-2.4314536989135993,39.0,39.99,39.14,37.72,42.53,20260429,eod_proxy,False
1,核心,300672.SZ,国科微,1,178.31,11.0274,半导体,5.230134530085302,86.50878055934213,76.47405867856662,85.0,0.0,96.4091358209159,84.33630598710462,89.67468175388969,1.228198081992038,3.2484076433121345,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260506,0.0,True,185.0,198.0,190.0,183.51,213.97,3.7518927710167738,11.04256631708822,6.555997981044248,2.9162694184285742,185.0,198.0,190.0,183.51,213.97,20260430,eod_proxy,False
2,核心,688691.SH,灿芯股份,4,122.8,15.8491,半导体,4.576682050460693,89.55780097401606,74.59170743479635,85.0,0.0,84.34881645301493,96.83524017641788,87.05882352941174,1.791530944625408,3.5413153456998137,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260506,0.0,True,125.48,133.0,124.06,119.9,147.36,2.182410423452774,8.306188925081436,1.0260586319218223,-2.3615635179152994,125.48,133.0,124.06,119.9,147.36,20260430,eod_proxy,False
3,标准,300762.SZ,上海瀚讯,7,43.42,13.8139,通信设备,4.056038662373644,73.92733667719429,64.93704657998734,82.89473684210526,0.0,85.21986862025454,95.48541625841948,84.31372549019608,2.210962690004603,3.331746787244172,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,承接好、近高收、强均价,20260506,0.0,True,43.14,45.99,44.93,43.0,52.1,-0.6448641179180092,5.9189313680331646,3.4776600644863986,-0.9672961768770194,43.14,45.99,44.93,43.0,52.1,20260430,eod_proxy,False
4,标准,688800.SH,瑞可达,8,105.0,13.6118,元器件,3.816188670274598,74.5449158923981,64.65687865033999,82.89473684210526,0.0,79.07495024015537,95.13960627941714,81.25000000000004,2.3714285714285577,2.706227583958265,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,承接好、近高收、强均价,20260506,1.0,True,108.15,126.0,126.0,106.89,126.0,3.0000000000000027,19.999999999999996,19.999999999999996,1.8000000000000016,108.15,126.0,126.0,106.89,126.0,20260430,eod_proxy,False
5,标准,688387.SH,信科移动-U,11,19.58,8.1171,通信设备,3.455755147501082,69.59306971954481,63.255765122793335,82.89473684210526,0.0,96.70493363292438,84.35437152221968,89.99999999999994,1.0725229826353377,2.9442691903259766,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,承接好、近高收、强均价,20260506,0.0,True,19.34,20.96,20.38,19.1,23.5,-1.2257405515832431,7.048008171603692,4.085801838610825,-2.451481103166475,19.34,20.96,20.38,19.1,23.5,20260430,eod_proxy,False
1,核心,688766.SH,普冉股份,2,318.52,17.496,半导体,4.479128195031332,85.36175266677277,71.1032923715957,82.88216473169393,8.471341073224243,91.15352339319266,94.91731744477124,85.4413892908827,1.5791787014944214,2.630307066063775,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260507,0.0,True,318.0,321.59,319.0,308.88,382.22,-0.16325505462764234,0.9638327263594038,0.15069697350245104,-3.0264975511741787,318.0,321.59,319.0,308.88,382.22,20260506,eod_proxy,False
2,核心,688525.SH,佰维存储,1,311.12,17.3683,半导体,5.063888957521555,83.6708714081768,70.77919021083244,82.41038565790099,10.358457368396035,83.78779843288984,95.41600985687609,81.19402985074626,2.2274363589611657,2.525346837000342,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260507,0.0,True,305.0,311.03,299.85,295.25,373.34,-1.9670866546670163,-0.02892774492158079,-3.622396502957048,-5.100925687837488,305.0,311.03,299.85,295.25,373.34,20260506,eod_proxy,False
3,标准,002759.SZ,天际股份,7,41.31,8.4537,电气设备,4.241316904016017,78.56144903171115,69.06416996435769,85.0,0.0,81.82838567287406,78.23544962301476,82.64705882352952,1.4282256112321479,1.8240078876016863,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260507,0.0,True,40.5,40.76,38.79,38.18,45.44,-1.9607843137254943,-1.3313967562333717,-6.100217864923751,-7.5768579036552985,40.5,40.76,38.79,38.18,45.44,20260506,eod_proxy,False
4,标准,000960.SZ,锡业股份,11,38.46,9.1064,小金属,3.586080727426698,76.32959040595685,67.18777424728403,85.0,0.0,100.0,75.20096979367855,92.30769230769235,0.5720228809152239,2.142351274787524,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,承接好、近高收、强均价,20260507,0.0,True,39.3,40.68,40.0,39.2,42.31,2.1840873634945357,5.7722308892355745,4.004160166406656,1.9240769630785248,39.3,40.68,40.0,39.2,42.31,20260506,eod_proxy,False
5,标准,603459.SH,红板科技,18,66.98,8.5048,元器件,3.031696937176854,75.89339248787138,64.59497468611981,85.0,0.0,73.17515039987914,73.35192316973283,81.45539906103303,1.1794565541952684,1.3517603147382484,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260507,1.0,True,65.87,73.68,73.68,65.87,73.68,-1.657211107793366,10.002985965959986,10.002985965959986,-1.657211107793366,65.87,73.68,73.68,65.87,73.68,20260506,eod_proxy,False
1,核心,300657.SZ,弘信电子,1,40.53,10.1359,元器件,4.548795667829049,88.7430781886333,75.10828957326979,82.87315846209127,8.507366151634939,100.0,88.6397415924141,96.34146341463419,0.37009622501849027,3.2260803124204207,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260508,0.0,True,40.47,41.65,39.71,39.6,48.64,-0.1480384900074072,2.763385146804831,-2.023192696767828,-2.2945965951147285,40.47,41.65,39.71,39.6,48.64,20260507,eod_proxy,False
2,核心,300679.SZ,电连技术,5,50.51,11.7973,元器件,3.922941001965685,84.33362883143921,69.30406490216767,81.81774723633104,12.72901105467583,82.91130659255401,92.31142667553137,85.09433962264151,1.5640467234210975,2.516744469251053,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260508,0.0,True,50.0,51.47,50.5,49.15,60.61,-1.0097010492971625,1.900613739853485,-0.019798059790132605,-2.692536131459111,50.0,51.47,50.5,49.15,60.61,20260507,eod_proxy,False
3,标准,300398.SZ,飞凯材料,2,35.82,13.4621,化工原料,4.167067382686557,81.29852054045945,68.89078669100509,84.58323765786453,1.6670493685419048,87.1819672502279,96.42590471481864,88.91966759002774,1.1166945840312525,2.6851409460105113,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,承接好、近高收、强均价,20260508,0.0,True,35.0,36.49,35.27,34.98,42.98,-2.2892238972641032,1.8704634282523669,-1.535455053042989,-2.345058626465668,35.0,36.49,35.27,34.98,42.98,20260507,eod_proxy,False
4,标准,301018.SZ,申菱环境,10,136.68,14.3287,专用机械,3.4861797338373925,75.38692043683649,62.31497619654437,81.04540822103952,15.818367115841921,99.36536768529284,96.02818223081476,93.80572501173161,0.9657594381035972,4.770421851444917,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,承接好、近高收、强均价,20260508,0.0,True,135.0,137.2,135.7,133.3,164.02,-1.2291483757682187,0.3804506877377767,-0.7170032191981424,-2.4729294702955817,135.0,137.2,135.7,133.3,164.02,20260507,eod_proxy,False
5,标准,600105.SH,永鼎股份,4,47.52,8.7912,通信设备,4.052259523464982,66.78744396394717,59.1317023704781,80.02296425024826,19.908142999006948,88.00715354366562,66.75205649774122,88.57758620689668,1.1153198653198526,2.575910202906906,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,承接好、近高收、强均价,20260508,0.0,True,46.09,50.49,49.94,45.92,52.27,-3.009259259259256,6.25,5.092592592592582,-3.367003367003374,46.09,50.49,49.94,45.92,52.27,20260507,eod_proxy,False
1,核心,688307.SH,中润光学,10,107.3,8.6912,元器件,3.1939827539987746,86.03827121625773,72.18621427832403,85.0,0.0,100.0,81.6222972557707,100.0,0.0,3.2591261949060035,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260511,0.0,True,105.0,111.89,110.59,103.6,128.76,-2.143522833178002,4.277726001863935,3.066169617893766,-3.4482758620689724,105.0,111.89,110.59,103.6,128.76,20260508,eod_proxy,False
2,核心,300129.SZ,泰胜风能,8,12.73,9.5525,电气设备,3.2986510433969976,75.48926845434022,65.7143728353438,85.0,0.0,94.41780710620706,74.27268513427086,89.13043478260867,1.178318931657496,2.91026677445434,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,承接好、近高收、强均价,20260511,0.0,True,12.95,12.96,12.43,12.27,15.28,1.728201099764326,1.806755695208162,-2.3566378633150142,-3.6135113904163463,12.95,12.96,12.43,12.27,15.28,20260508,eod_proxy,False
3,标准,300570.SZ,太辰光,2,162.1,8.0307,通信设备,4.348850326965936,74.1593077772456,65.03075379087,82.86325833846347,8.546966646146132,63.51906915476319,82.54116840369348,74.0070609002647,3.6335595311536073,2.2885027975263705,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、强均价、低风险,20260511,0.0,True,163.62,183.37,178.8,161.0,194.52,0.9376927822331904,13.1215299198026,10.302282541640984,-0.6785934608266486,163.62,183.37,178.8,161.0,194.52,20260508,eod_proxy,False
4,标准,301387.SZ,光大同创,9,83.68,13.9589,元器件,3.2418399534276583,83.71907395063094,64.94689660836852,79.7930473654077,20.827810538369196,91.23232143802248,75.6911947630138,89.44000000000005,1.5774378585085902,4.088232855128959,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260511,0.0,True,83.91,85.56,84.18,81.49,100.42,0.27485659655830386,2.246653919694075,0.597514340344163,-2.617112810707467,83.91,85.56,84.18,81.49,100.42,20260508,eod_proxy,False
5,标准,300671.SZ,富满微,4,53.8,11.7574,半导体,4.045716981692364,72.64247950200956,64.14275017804489,82.09111927104583,3.2144702842377173,81.23083332312287,90.64539689044368,81.01109741060412,2.86245353159853,3.2167295517042893,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,承接好、近高收、强均价,20260511,0.0,True,53.82,54.16,53.24,52.18,64.56,0.03717472118960341,0.6691449814126393,-1.0408921933085402,-3.011152416356877,53.82,54.16,53.24,52.18,64.56,20260508,eod_proxy,False
1,核心,300661.SZ,圣邦股份,1,98.4,11.3122,半导体,4.699609969132584,77.1304555667113,68.85541835840145,85.0,0.0,80.34409738576883,91.95051725071009,84.11588411588421,1.6158536585365812,2.3684849325519286,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,承接好、近高收、强均价,20260512,0.0,True,97.99,105.33,103.38,95.86,118.08,-0.4166666666666763,7.042682926829258,5.060975609756091,-2.581300813008136,97.99,105.33,103.38,95.86,118.08,20260511,eod_proxy,False
2,核心,688123.SH,聚辰股份,2,151.53,15.9816,半导体,4.547914717738084,80.26120400923928,68.74641963949581,85.0,0.0,81.52214875278536,87.80434660720842,84.96325607687962,1.75542796805912,2.7972502374383756,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,承接好、近高收、强均价,20260512,0.0,True,150.0,165.87,158.7,148.8,181.84,-1.0097010492971736,9.463472579687181,4.73173628984358,-1.8016234409027887,150.0,165.87,158.7,148.8,181.84,20260511,eod_proxy,False
3,标准,300866.SZ,安克创新,23,129.1,8.0335,元器件,3.012539490662684,80.10048611172641,68.44530939305061,85.0,0.0,92.07604253929858,82.5,92.3515981735158,0.518977536793197,1.9532483942297452,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260512,0.0,True,128.87,130.22,126.3,125.87,154.92,-0.17815646785437345,0.8675445391169712,-2.1688613477924057,-2.5019364833462343,128.87,130.22,126.3,125.87,154.92,20260511,eod_proxy,False
4,标准,688627.SH,精智达,21,344.28,14.76,专用机械,3.096139321456056,75.26781177724077,61.8249732080636,84.41547577553153,2.3380968978738697,64.50084413659516,96.41542934373214,76.42900424156733,3.3896828163123116,2.599660266025605,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,近高收、强均价、低风险,20260512,0.0,True,338.0,357.8,355.14,333.0,413.14,-1.8240966655048152,3.927036133379813,3.1544092018124914,-3.27640292784942,338.0,357.8,355.14,333.0,413.14,20260511,eod_proxy,False
5,标准,301486.SZ,致尚科技,16,250.17,9.1064,元器件,3.5010305762719254,71.6208856763941,60.93252887457297,81.39816513761468,14.407339449541281,66.7966877325377,82.2410551610637,76.59574468085107,2.6382060199064528,2.0394012317983545,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260512,0.0,True,249.9,254.0,232.78,221.0,300.2,-0.10792660990526226,1.5309589479154173,-6.951273134268687,-11.66007115161689,249.9,254.0,232.78,221.0,300.2,20260511,eod_proxy,False
1,核心,300001.SZ,特锐德,5,32.85,8.631,电气设备,3.4493745939747242,80.6907862297229,69.06451735239,85.0,0.0,81.69566208155176,83.84956106019499,84.66453674121416,1.4611872146118587,2.2515044615065483,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260513,0.0,True,32.6,35.44,34.48,32.45,39.42,-0.7610350076103556,7.884322678843225,4.961948249619463,-1.21765601217656,32.6,35.44,34.48,32.45,39.42,20260512,eod_proxy,False
2,核心,688120.SH,华海清科,1,235.14,13.6546,半导体,4.106234647970252,79.74803060786344,68.6799308358804,85.0,0.0,96.68287094041904,92.5237993576618,91.79810725552046,1.2162966743216819,4.310408564626567,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,承接好、近高收、强均价,20260513,0.0,True,225.0,256.6,250.71,223.89,282.17,-4.312324572595038,9.126477842987168,6.621587139576435,-4.784383771370249,225.0,256.6,250.71,223.89,282.17,20260512,eod_proxy,False
3,标准,300308.SZ,中际旭创,3,1017.99,8.2818,通信设备,3.8122520343035897,66.11977306473094,60.0571600276675,80.51636392357477,9.513491674121957,90.50018078154342,81.73079795911933,92.19395866454695,0.4823230090668762,1.7688085867859193,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,承接好、近高收、强均价,20260513,0.0,True,999.68,1052.2,1049.2,991.12,1221.59,-1.79864242281359,3.360543816736916,3.0658454405249502,-2.6395151229383407,999.68,1052.2,1049.2,991.12,1221.59,20260512,eod_proxy,False
4,标准,603618.SH,杭电股份,2,40.45,8.445,电气设备,3.9672419713835434,70.20574330942159,58.23961765290778,76.95404722105327,32.18381111578692,79.32641646005256,59.50018954611712,84.45040214477218,1.4338689740420296,2.1636639164842597,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260513,0.0,True,38.76,41.24,39.43,38.76,44.5,-4.177997527812128,1.953028430160697,-2.5216316440049513,-4.177997527812128,38.76,41.24,39.43,38.76,44.5,20260512,eod_proxy,False
5,标准,688037.SH,芯源微,4,273.74,15.7561,半导体,3.6043665242922103,65.77292884277826,53.68676585659037,77.87074716858096,28.51701132567615,76.02801350410161,81.15057597322922,80.08602150537637,3.3827719734054185,3.5273057334476166,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,承接好、近高收、强均价,20260513,0.0,True,265.0,285.5,274.37,262.8,328.49,-3.1928106962811453,4.29604734419522,0.23014539343901852,-3.996493022576164,265.0,285.5,274.37,262.8,328.49,20260512,eod_proxy,False
1,核心,300870.SZ,欧陆通,5,440.0,11.5619,电气设备,3.88356228863891,90.2631153200179,74.68418276127875,83.97452229299363,4.101910828025473,98.15774888684717,93.18722341861059,93.33933393339336,0.8409090909090811,3.7858237999764066,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260514,0.0,True,448.8,450.0,421.27,420.63,528.0,2.0000000000000018,2.2727272727272707,-4.25681818181819,-4.402272727272727,448.8,450.0,421.27,420.63,528.0,20260513,eod_proxy,False
2,核心,688676.SH,金盘科技,2,99.4,13.4185,电气设备,4.469954469383843,88.05830892897411,73.46295519329138,85.0,0.0,73.34864188591489,98.5580566963186,83.17307692307698,2.464788732394352,3.3478893740902516,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260514,0.0,True,101.54,102.18,96.2,95.31,119.28,2.152917505030172,2.796780684104627,-3.2193158953722323,-4.114688128772636,101.54,102.18,96.2,95.31,119.28,20260513,eod_proxy,False
3,标准,300782.SZ,卓胜微,1,126.93,15.4959,半导体,4.9742723621142835,82.10427324997498,71.1348859358002,84.41091929567479,2.356322817300871,99.08394229327833,90.87973270804314,93.84685505925253,1.0635783502717988,5.321532291522613,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,承接好、近高收、强均价,20260514,0.0,True,130.95,144.9,140.88,129.47,152.32,3.1670999763649066,14.157409595840221,10.99030961947529,2.001102970141022,130.95,144.9,140.88,129.47,152.32,20260513,eod_proxy,False
4,标准,300316.SZ,晶盛机电,7,53.99,12.7375,专用机械,3.8681567182563668,80.26476838320832,67.9619132425145,85.0,0.0,83.70051761729938,92.35620672895735,87.23118279569898,1.7595851083533898,3.541520168765566,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,承接好、近高收、强均价,20260514,0.0,True,54.54,57.05,54.9,54.22,64.79,1.0187071679940596,5.667716243748844,1.6854973143174634,0.4260048157066043,54.54,57.05,54.9,54.22,64.79,20260513,eod_proxy,False
